timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW,bessChargeMWh,bessDischargeMWh,bessThroughputMWh,proxyProjectGHGKgCO2e,proxyAvoidedGHGKgCO2e,proxyNetGHGKgCO2e
11,NORMAL,257.47125859082,257.47125859082,193.471739349985,20,22.5095192408349,177.994000201986,352.298749339439,0,0,0,352.298749339439,21.0098998872005,0,0,181885.611477068,6382.47079450444,-185494.33321383,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.819860613106805,0.0847524931404786,0.0953868937527168,1,KALMAN_PRIOR_POSTERIOR,198.463699043196,234.157528531481,173.855471823477,234.157528531481,23.3137300593387,6,213.027528531481,20,120,170.422022825185,0.819107399142248,0.0549516421260959,0.125940958731656,0.800450582448771,0.0938845797905617,0.105664837760668,1,0,0.0419277790232709,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,257.47125859082,257.47125859082,0,0,0,0.89375,20,920.345559417996,0,193.471739349985,22.5095192408349,0,0,0,257.3284,0,0.142858590820011,0,0,0,3862.0688788623,99501.9500445934,-95639.8811657311
12,NORMAL,241.697415331254,241.697415331254,179.414805382489,20,20.7926099487645,165.06162095189,352.298749339441,0,0,0,352.298749339441,19.4076490410492,0,0,168684.076158078,6066.99392931312,-172608.274760031,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.814753695340364,0.0908234628244213,0.0944228418352151,1,KALMAN_PRIOR_POSTERIOR,203.380995672165,234.633101504217,174.267575120601,234.633101504217,7.06431382703636,6,213.143101504217,20,120,170.514481203374,0.81543470234161,0.0685603527862228,0.116004944872167,0.808613979711854,0.0938336725836011,0.0975523477045447,1,0,0.0272174213202535,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,241.697415331254,241.697415331254,0,0,0,0.89375,20,1272.64430875744,0,179.414805382489,20.7926099487645,0,0,0,238.336,0,3.36141533125378,0,0,0,3625.46122996881,92234.6349964697,-88609.1737665009
13,NORMAL,214.111027758567,214.111027758567,151.351089012012,20,21.2699387465549,139.243001891051,352.29874933944,0,0,0,352.29874933944,19.8534653600074,0,0,160551.113178991,5515.26617785937,-165027.039532398,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.785745413017508,0.103830823834396,0.110423763148097,1,KALMAN_PRIOR_POSTERIOR,206.328412569018,227.386554582104,174.305564927644,227.386554582104,-13.2755268235371,6,205.896554582104,20,120,164.717243665683,0.809878499837556,0.0785618841732522,0.111559615989192,0.799559838044313,0.0971361567491639,0.103304005206524,1,0,0.0200030627740589,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,214.111027758567,214.111027758567,0,0,0,0.89375,20,1624.94305809688,0,151.351089012012,21.2699387465549,0,0,0,209.2888,0,4.82222775856656,0,0,0,3211.6654163785,79548.2336255291,-76336.5682091506
14,NORMAL,193.428270774166,193.428270774166,130.290385739412,20,21.6478850347542,119.867154880259,352.29874933944,0,0,0,352.29874933944,20.206528887195,0,0,154540.128375618,5101.61103817137,-159429.709868713,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.757774200896455,0.116320816243808,0.125904982859737,1,KALMAN_PRIOR_POSTERIOR,206.884313653985,212.277814696969,174.140939430921,212.277814696969,-18.8495439228022,6,190.787814696969,20,120,152.630251757575,0.800018033511987,0.0877551989183473,0.112226767569665,0.781705738907361,0.104828497730667,0.113465763361973,1,0,0.019720932651137,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,193.428270774166,193.428270774166,0,0,0,0.89375,20,1977.24180743632,0,130.290385739412,21.6478850347542,0,0,0,186.9448,0,6.48347077416645,0,0,0,2901.4240616125,70036.8418837271,-67135.4178221146
15,NORMAL,179.826633421327,179.826633421327,116.753324889108,20,21.5833085322193,107.41305889798,352.29874933944,0,0,0,352.29874933944,20.1465377648757,0,0,149241.845882493,4829.57829111459,-154403.460122645,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.737374051514865,0.126313156771376,0.136312791713759,1,KALMAN_PRIOR_POSTERIOR,205.987244128664,199.506840000529,173.98853276839,199.506840000529,-19.6802065792014,6,178.016840000529,20,120,142.413472000423,0.788254524057939,0.0963630018555512,0.11538247408651,0.76640800650042,0.112348921596073,0.121243071903507,1,0,0.0235270189080971,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,179.826633421327,179.826633421327,0,0,0,0.89375,20,2329.54055677576,0,116.753324889108,21.5833085322193,0,0,0,171.304,0,8.52263342132742,0,0,0,2697.39950131991,63779.7983314276,-61082.3988301077
16,NORMAL,183.373470774166,183.373470774166,120.638208600895,20,21.2452621732718,110.987151912823,352.29874933944,0,0,0,352.29874933944,19.8312759706939,0,0,149099.963402162,4900.51503817137,-154190.640895257,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.745216346202445,0.123545658518162,0.131237995279393,1,KALMAN_PRIOR_POSTERIOR,204.352205959456,190.514131172314,173.914020167584,190.514131172314,-7.14066039814728,6,169.024131172314,20,120,135.219304937851,0.776958453715016,0.104050156097739,0.118991390187246,0.755980037363873,0.118326299690372,0.125693662945755,1,0,0.0225921406858462,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,183.373470774166,183.373470774166,0,0,0,0.89375,20,2681.8393061152,0,120.638208600895,21.2452621732718,0,0,0,176.89,0,6.48347077416645,0,0,0,2750.6020616125,65409.2139417585,-62658.611880146
17,NORMAL,201.478215331254,201.478215331254,138.512149788985,20,21.4760655422688,127.431177805866,352.29874933944,0,0,0,352.29874933944,20.047002490694,0,0,156778.241354076,5262.60992931312,-161506.82395603,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.769562326811589,0.111118386074286,0.119319287114125,1,KALMAN_PRIOR_POSTERIOR,203.118162713262,190.980227993991,173.778359949362,190.980227993991,10.4979873372624,6,169.490227993991,20,120,135.592182395193,0.769374263943033,0.108932917610654,0.121692818446313,0.755289340080779,0.118000903277498,0.126709756641723,1,0,0.0151683795439656,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,201.478215331254,201.478215331254,0,0,0,0.89375,20,3034.13805545464,0,138.512149788985,21.4760655422688,0,0,0,198.1168,0,3.36141533125378,0,0,0,3022.17322996881,73739.0901482801,-70716.9169183113
18,NORMAL,233.8672,233.8672,170.97028323385,20,21.7669167661501,157.292660575142,352.29874933944,0,0,0,352.29874933944,20.3187880688154,0,0,170121.776739304,5910.38962268804,-174202.579647883,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.803668955095065,0.0940127067574453,0.102318338147489,1,KALMAN_PRIOR_POSTERIOR,203.027054525373,200.402999253767,173.608013780384,200.402999253767,33.4642007462334,6,178.912999253767,20,120,143.130399403013,0.769374263943033,0.108932917610654,0.121692818446313,0.7665518048417,0.11178617586994,0.12166201928836,1,1,0,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,233.8672,233.8672,0,0,0,0.89375,20,3386.43680479408,0,170.97028323385,21.7669167661501,0,0,0,233.8672,0,0,0,0,0,3508.008,88805.7243219787,-85297.7163219787
19,NORMAL,284.1412,284.1412,200,41.0200941594597,21.9911058405404,184,722.566393508185,0,0,0,722.566393508186,20.5283532837504,0,0,181888.326418752,88211.8063772787,-114168.502961366,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.760423890693628,0.155963297986777,0.0836128113195955,1,KALMAN_PRIOR_POSTERIOR,204.650220076669,218.825746560281,173.571863942268,218.825746560281,65.3154534397188,6,197.695746560281,20,120,158.156597248225,0.769374263943033,0.108932917610654,0.121692818446313,0.787597322799575,0.101165555395,0.111237121805425,1,1,0,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,1,21.0200941594597,21.0200941594597,21.0200941594597,1,MAIN_CONCLUSION_ELIGIBLE,284.1412,284.1412,0,0,0,0.89375,41.0200941594597,4109.00319830226,0,200,21.9911058405404,0,0,0,284.1412,0,0,0,0,0,4262.118,102264.176641875,-98002.0586418752
20,NORMAL,337.7668,337.7668,195.4645166836,100,21.1722833164003,179.827355348912,1761.4937466972,0,0,0,1761.4937466972,19.7642756221001,0,0,176393.288906233,12920.5641134402,-213428.687449125,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.617314590987528,0.315819260427089,0.0668661485853832,1,KALMAN_PRIOR_POSTERIOR,208.624769072836,248.653106990725,173.958086432294,248.653106990725,89.1136930092754,6,227.523106990725,100,600,182.01848559258,0.671545310766655,0.208932917610654,0.119521771622691,0.467428671667445,0.439515798296815,0.09305553003574,1,0,0.2,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,337.7668,337.7668,0,0,0,0.89375,100,5870.49694499946,0,195.4645166836,21.1722833164003,0,0,0,337.7668,0,0,0,0,0,5066.502,99795.8154855059,-94729.3134855059
21,NORMAL,378.868,341.893876307375,200,100,20.7638763073754,184,1761.4937466972,0,0,0,1761.4937466972,19.3833036153232,36.9741236926246,0,176163.078076616,13003.1056395877,-213115.935093361,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.623511607050003,0.311755803525001,0.0647325894249956,1,KALMAN_PRIOR_POSTERIOR,214.774389593177,283.260596050668,174.98138427772,283.260596050668,95.6074039493316,6,262.130596050668,100,600,209.704476840535,0.625259037138737,0.269327627952593,0.10541333490867,0.539298814686888,0.381489232873337,0.0792119524397749,1,0,0.120789420683878,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,0,0,36.9741236926246,1,MAIN_CONCLUSION_ELIGIBLE,378.868,341.893876307375,36.9741236926246,0,0,0.89375,100,7631.99069169666,0,200,20.7638763073754,0,0,0,378.868,0,0,0,0,0,5128.40814461063,101691.651807662,-96563.243663051
22,NORMAL,405.818,351.332560821064,200,100,30.2025608210638,184,1761.4937466972,0,0,0,1761.4937466972,28.1948178786622,54.4854391789361,0,220220.649393311,13191.8793298615,-256984.732719782,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.605688821742299,0.302844410871149,0.0914667673865514,1,KALMAN_PRIOR_POSTERIOR,222.233190066214,313.571577833905,176.4417328188,313.571577833905,92.2464221660954,6,292.441577833905,100,600,233.953262267124,0.600589313768829,0.294744982384903,0.104665703846268,0.554774113224714,0.341948640616336,0.10327724615895,1,0,0.0508347088646198,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,0,0,54.4854391789361,1,MAIN_CONCLUSION_ELIGIBLE,405.818,351.332560821064,54.4854391789361,0,0,0.89375,100,9393.48443839386,0,200,30.2025608210638,0,0,0,405.818,0,0,0,0,0,5269.98841231596,106097.408939331,-100827.420527015
23,NORMAL,417.821202285986,350.084918681022,200,100,28.9549186810225,184,1761.4937466972,0,0,0,1761.4937466972,27.0304973373435,67.7362836049635,0,214399.046686717,13166.9264870606,-251188.082855989,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.607986045023798,0.303993022511899,0.0880209324643027,1,KALMAN_PRIOR_POSTERIOR,230.215138324205,336.790921930602,178.003493383956,336.790921930602,81.0302803553836,6,315.660921930602,100,600,252.528737544482,0.597399813381619,0.302462708352334,0.100137478266048,0.591476455519657,0.316795628006133,0.0917279164742102,1,0,0.0154354519348608,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,0,0,67.7362836049635,1,MAIN_CONCLUSION_ELIGIBLE,417.821202285986,350.084918681022,67.7362836049635,0,0,0.89375,100,11154.9781850911,0,200,28.9549186810225,0,0,0,416.598,1.22320228598591,0,0,0,0,5251.27378021534,105515.248668672,-100263.974888456
24,NORMAL,418.708896984047,350.323092092604,200,100,28.8330920926041,184,1761.4937466972,0,0,0,1761.4937466972,26.9171495100771,68.3858048914428,0,213832.307550386,13171.6899552923,-250616.580251426,1,1,PASS_STRICT,1,0,model_online_prior_posterior_event_aware,0.608211292626465,0.304105646313232,0.0876830610603032,1,KALMAN_PRIOR_POSTERIOR,238.032057655946,350.905124523026,179.352399694065,350.905124523026,67.8037724610206,6,328.833092092604,100,600,263.066473674083,0.597399813381619,0.302462708352334,0.100137478266048,0.608211292626465,0.304105646313232,0.0876830610603032,1,1,0,0,0.5,0.5,0,0,0,NONE,PLAN_SOLVED,0,,0,0,NaN,1,0,1,0,0,0,0,0,68.3858048914428,1,MAIN_CONCLUSION_ELIGIBLE,418.708896984047,350.323092092604,68.3858048914428,0,0,0.89375,100,12916.4719317883,0,200,28.8330920926041,0,0,0,407.974,10.0928515537293,0.642045430317657,0,0,0,5254.84638138906,105458.574755039,-100203.72837365
